X,Y,OBJECTID,LDTC_TypeDescription,LDLI_Category,Library,Branch,SecondaryName,LDLI_Address1,LDLI_City,LDLI_State,LDLI_Zip,LDLI_County,LDLI_AddPhones,LDLI_FAX,LDLI_email,LDLI_URL,Longitude,Latitude,GlobalID
-122.3083964,47.6590721000001,89,Academic Libraries,4-year,University of Washington Libraries,Foster Business Library,,"Paccar Hall, 1st Floor",Seattle,WA,98195-3224,King,(206) 543-4360,,,http://www.lib.washington.edu/business,-122.3083964,47.6590721,6d1e932b-f655-4857-9174-5317e3393f5e
-118.32958,46.07088,90,Academic Libraries,4-year,Penrose Library,Penrose Library,,345 Boyer Ave,Walla Walla,WA,99362-2083,Walla Walla,(509) 527-5191,5095264785,library@whitman.edu,https://library.whitman.edu,-118.32958,46.07088,5f8260f9-36e9-4a38-86a1-36a44ac8c3fe
-117.40615,47.75098,91,Academic Libraries,4-year,Whitworth University Library,Whitworth University Library,,300 W Hawthorne Rd,Spokane,WA,99251,Spokane,(509) 777-3260,5097773221,reference@whitworth.edu,http://www.whitworth.edu/library,-117.40615,47.75098,bae2b9d1-fbed-4499-8d77-b4d380255318
-122.3133173,47.6550182,92,Academic Libraries,4-year,University of Washington Libraries,Built Environments Library,,334 Gould Hall,Seattle,WA,98195-5730,King,(206) 543-4067,,,http://www.lib.washington.edu/be/,-122.3133173,47.6550182,82206dd8-23f1-4667-bda1-cc6af8dd46c6
-122.35094,47.6133100000001,93,Academic Libraries,4-year,The Seattle School of Theology & Psychology,The Seattle School of Theology & Psychology,,2501 Elliott Avenue,Seattle,WA,98121-1177,King,(206) 876-6109,2068766193,librequest@theseattleschool.edu,http://theseattleschool.edu/library,-122.35094,47.61331,5e82c5c0-327d-44d0-9546-2dd9fc656265
-122.44637,47.14613,94,Academic Libraries,4-year,Pacific Lutheran University,Pacific Lutheran University,,12180 Park Avenue S,Tacoma,WA,98447-0013,Pierce,(253) 535-7500,,library@plu.edu,http://www.plu.edu/library,-122.44637,47.14613,3a11c1f2-ebdb-455e-8682-8a3be575290e
-122.3068392,47.6581790000001,95,Academic Libraries,4-year,University of Washington Libraries,Art Library,,101 Art Bldg,Seattle,WA,98195-3440,King,(206) 543-0648,,,http://www.lib.washington.edu/art/,-122.3068392,47.658179,a82cc161-14c2-46d7-a42f-7413dcba8366
-120.45769,46.6023300000001,96,Academic Libraries,Academic Libraries,Pacific Northwest University of Health Sciences,Pacific Northwest University of Health Sciences,,200 University Parkway,Yakima,WA,98901,Yakima,509-249-7745,,library@pnwu.edu,https://www.pnwu.edu/inside-pnwu/offices-and-departments/library,-120.45769,46.60233,0fec8538-2b54-44aa-b78c-5ac3f803daa5
-122.6852573,48.2172704000001,97,Academic Libraries,"Law (County, State & U.S.)",Island County Public Law Library,Island County Public Law Library,,"101 NE Sixth St, Room 204",Coupeville,WA,98239-5000,Island,(360) 240-5522,,,https://www.islandcountywa.gov/SuperiorCourt/Pages/LawLibrary.aspx,-122.6852573,48.2172704,54353257-1536-40f8-81b1-60b665f77de0
-122.51717,47.2801600000001,98,Academic Libraries,Please Choose,Faith International University & Faith Seminary,Faith International University & Faith Seminary,,3504 N. Pearl Street,Tacoma,WA,98407,Pierce,253-752-2020,,librarian@faithseminary.edu,http://faithseminary.edu/library/,-122.51717,47.28016,b2c10fed-5c3c-4561-b425-dec61b1a2212
-122.6438889,47.557373,99,Government Libraries,Government Libraries,PSNS & IMF Command Library,PSNS & IMF Command Library,,Code 1143 BLDG 850/2,Bremerton,WA,98314-5001,Kitsap,(360) 476-2767,,psns-imf_cmd_library.fct@navy.mil,,-122.6438889,47.557373,eb6d45a9-d7ca-44f6-9d65-284d89a92f26
-122.3316853,47.6072561,100,Government Libraries,"Law (County, State & U.S.)",US Courts Library,US Courts Library,,"U.S. Courthouse, Rm 19105",Seattle,WA,98101-1271,King,(206) 370-8975,,,http://www.wawd.uscourts.gov/,-122.3316853,47.6072561,11a159f3-6428-4af5-adbf-f11bfe3ccd44
-117.3644804,46.8839799,101,Government Libraries,"Law (County, State & U.S.)",Whitman County Law Library,Whitman County Law Library,,Whitman County Courthouse,Colfax,WA,99111-0679,Whitman,(509) 397-6244,5093972728,,,-117.3644804,46.8839799,d76c4d48-42e5-4ba5-95d1-8fcc239be943
-120.50872,46.60524,102,Government Libraries,"Law (County, State & U.S.)",Yakima County Law Library,Yakima County Law Library,,18 East Lincoln Ave,Yakima,WA,98901-2639,Yakima,509-574-2692,,,,-120.50872,46.60524,5a218d1f-c6a6-46f9-b009-b7c6ddf2bed3
-120.54939,46.99699,103,Government Libraries,"Law (County, State & U.S.)",Kittitas County Law Library,Kittitas County Law Library,,"205 W 5th Ave, Rm 172",Ellensburg,WA,98926-2890,kittitas,(509) 962-7520,,prosecutor@co.kittitas.wa.us,,-120.54939,46.99699,35266199-347e-40cc-8e26-9881db0119a7
-122.63807,47.53709,104,Government Libraries,"Law (County, State & U.S.)",Kitsap County Law Library,Kitsap County Law Library,,614 Division St,Port Orchard,WA,98366,Kitsap,(360) 337-5788,,,http://www.kitsaplawlibrary.com/,-122.63807,47.53709,1c28a115-9cbc-4471-9a9a-ea0672edbbd9
-120.8241731,45.8211303000001,105,Government Libraries,"Law (County, State & U.S.)",Klickitat County Law Library,Klickitat County Law Library,,"205 S Columbus Ave # 207, Goldendale, WA 98620",Goldendale,WA,98620-9279,Klickitat,(509) 773-5755,,,,-120.8241731,45.8211303,80f666a2-3b09-49cf-951c-438fa9874e18
-122.9697031,46.6615316,106,Government Libraries,"Law (County, State & U.S.)",Lewis County Law Library,Lewis County Law Library,,2nd Floor,Chehalis,WA,98532,Lewis,3607401333,3607402603,Susie.palmateer@lewiscountywa.gov,,-122.9697031,46.6615316,59d8735b-2333-4dcf-96fe-9d7862949f20
-118.14785,47.6553200000001,107,Government Libraries,"Law (County, State & U.S.)",Lincoln County Law Library,Lincoln County Law Library,,450 Logan St,Davenport,WA,99122-0396,Lincoln,(509) 725-3081,,lawlibrary@co.lincoln.wa.us,,-118.14785,47.65532,687c322b-c4fa-4345-9234-21777606d4bf
-123.1032191,47.2158239,108,Government Libraries,"Law (County, State & U.S.)",Mason County Law Library,Mason County Law Library,,County Courthouse,Shelton,WA,98584-3466,Mason,(360) 427-9670 x 356,3604278440,Rachelleo@co.mason.wa.us,,-123.1032191,47.2158239,d51fcd4a-6acc-4f59-8a59-5608ee0a202c
-122.48034,48.75435,109,Government Libraries,"Law (County, State & U.S.)",Whatcom County Law Library,Whatcom County Law Library,,"311 Grand Avenue, Suite B6",Bellingham,WA,98225-4038,Whatcom,(360) 778-5790,3607785791,lawlib@co.whatcom.wa.us,http://www.whatcomcounty.us/306/Law-Library,-122.48034,48.75435,581701f0-0b7c-4a4c-9c43-2b69f49c3c7e
-117.05864,48.17888,110,Government Libraries,"Law (County, State & U.S.)",Pend Oreille County Law Library,Pend Oreille County Law Library,,229 S. Garden Avenue,Newport,WA,99156-5020,Pend Oreille,(509) 447-2435,5094472734,,http://www.pendoreilleco.org,-117.05864,48.17888,6150dbf3-946f-443c-8014-1910e85a4385
-123.80975,46.66405,111,Government Libraries,"Law (County, State & U.S.)",Pacific County Law Library,Pacific County Law Library,,300 Memorial Drive,South Bend,WA,98586-0067,Pacific,(360) 875-9328,,,http://co.pacific.wa.us/courts/superior/,-123.80975,46.66405,cc55af2c-c6c8-44b2-b402-0d9532e62a03
-119.5821424,48.3652480000001,112,Government Libraries,"Law (County, State & U.S.)",Okanogan County Law Library,Okanogan County Law Library,,Superior Court,Okanogan,WA,98840-0112,Okanogan,(509) 422-7130,,,,-119.5821424,48.365248,de540b26-b1ff-4c3f-a939-c9c9b03fea9e
-122.9054498,47.0369179,113,Government Libraries,"Law (County, State & U.S.)",Washington State Law Library,Washington State Law Library,,Temple of Justice,Olympia,WA,98501,Thurston,360-357-2136,,library.requests@courts.wa.gov,http://www.courts.wa.gov/library/,-122.9054498,47.0369179,410612b2-3696-4cfd-9f6d-70caf525bbbf
-119.12696,46.25233,114,Government Libraries,"Law (County, State & U.S.)",Benton/Franklin County Law Library,Benton/Franklin County Law Library,,2600 N. 20th Avenue,Pasco,WA,99301,Franklin,509-542-4890,,library@columbiabasin.edu,www.columbiabasin.edu/lawlibrary,-119.12696,46.25233,9667dc59-9279-40d8-bb7a-1d2e6d007c46
-121.88376,45.6944700000001,115,Government Libraries,"Law (County, State & U.S.)",Skamania County Law Library,Skamania County Law Library,,240 NW Vancouver Avenue,Stevenson,WA,98648-0790,Skamania,509-427-3790,5094273798,charh@co.skamania.wa.us,,-121.88376,45.69447,34182351-3c44-4c62-94bd-e61e91aadecf
-117.4293719,47.6648296000001,116,Government Libraries,"Law (County, State & U.S.)",Spokane County Law Library,Spokane County Law Library,,"Spokane County Courthouse, 2nd floor",Spokane,WA,99260,Spokane,509-477-3680,,,http://www.spokanecounty.org/lawlibrary,-117.4293719,47.6648296,e12a7450-72b9-4301-b719-32012cabab7a
-122.2065454,47.9771257,117,Government Libraries,"Law (County, State & U.S.)",Snohomish County Law Library,Snohomish County Law Library,,Mail Stop 703,Everett,WA,98201-4046,Snohomish,(425) 388-3010,,,http://www.co.snohomish.wa.us,-122.2065454,47.9771257,098ea8d5-272a-4a8b-b983-6a16063da04e
-122.2389848,47.3854194,118,Government Libraries,"Law (County, State & U.S.)",King County Law Library,King County Law Library -- Kent Branch,,1N Regional Justice Center,Kent,WA,98032-4429,King,(206) 477-1316,2062052905,services@kcll.org,http://www.kcll.org,-122.2389848,47.3854194,ca4551b3-a437-4fde-8d0a-a22df6086c8c
-117.4261948,47.6583453000001,119,Government Libraries,"Law (County, State & U.S.)",US Courts Library,US Courts Library,,"Thomas S. Foley US Courthouse, Ste 650",Spokane,WA,99201-1010,Spokane,509-458-3478,,,http://www.waed.uscourts.gov/,-117.4261948,47.6583453,a36a7f0d-4dad-4404-8889-a18aa0b1c994
-122.33678,48.4177700000001,120,Government Libraries,"Law (County, State & U.S.)",Skagit County Law Library,Skagit County Law Library,,"205 W Kincaid St, Ste 104",Mount Vernon,WA,98273-4225,Skagit,360-416-1290,3604161292,lawlibrary@co.skagit.wa.us,http://www.skagitcounty.net,-122.33678,48.41777,37a690ed-fcc6-432f-b9ba-0e25e725d510
-122.91225,47.0294000000001,121,Government Libraries,"Law (County, State & U.S.)",Thurston County Law Library,Thurston County Law Library,,"2000 Lakeridge Dr SW, Bldg 2",Olympia,WA,98502,Thurston,(360) 786-5560,,,,-122.91225,47.0294,d66c6500-7e6f-4016-97d3-a2b3dba8317e
-123.38499,46.2028100000001,122,Government Libraries,"Law (County, State & U.S.)",Wahkiakum County Law Library,Wahkiakum County Law Library,,64 Main St,Cathlamet,WA,98612-0397,Wahkiakum,(360) 795-3652,3607956506,,,-123.38499,46.20281,d9e13e08-6c30-4a8e-8a6d-8a7511aa8908
-117.05038,46.33964,123,Government Libraries,"Law (County, State & U.S.)",Asotin County Law Library,Asotin County Law Library,,135 Second St,Asotin,WA,99402,Asotin,(509) 243-2061,5092432090,stiller@co.asotin.wa.us,,-117.05038,46.33964,366acb67-919c-4ac0-ba40-d9e37804a60b
-120.3161617,47.4223050000001,124,Government Libraries,"Law (County, State & U.S.)",Chelan County Law Library,Chelan County Law Library,,Chelan County Courthouse,Wenatchee,WA,98801-2899,Chelan,(509) 667-6210,,law.library@co.chelan.wa.us,http://websrv/scj/scj_library.htm,-120.3161617,47.422305,9e7bd386-cb21-458b-ac17-1cdd8f089dd3
-123.43222,48.1164400000001,125,Government Libraries,"Law (County, State & U.S.)",Clallam County Law Library,Clallam County Law Library,,"223 E Fourth St, Ste 17",Port Angeles,WA,98362,Clallam,360-417-2287,,,,-123.43222,48.11644,c5f279c2-8702-49e8-9b01-fd33e32ee090
-122.67758,45.6304500000001,126,Government Libraries,"Law (County, State & U.S.)",Clark County Law Library,Clark County Law Library,,1200 Franklin Street,Vancouver,WA,98660,Clark,(564) 397-2268,3607596736,lawlibrary@clark.wa.gov,https://www.clark.wa.gov/law-library,-122.67758,45.63045,647308d9-0a12-4e35-b375-6f24f4370d64
-123.019029,48.5359632,127,Government Libraries,"Law (County, State & U.S.)",San Juan County Law Library,San Juan County Law Library,,San Juan County Courthouse,Friday Harbor,WA,98250-0804,San Juan,360-370-7480,3603707485,,,-123.019029,48.5359632,bba40d02-faac-4531-9f34-3f3e577c81cb
-122.9169703,46.1431711000001,128,Government Libraries,"Law (County, State & U.S.)",Cowlitz County Law Library,Cowlitz County Law Library,,"Hall of Justice, Second Floor",Kelso,WA,98626-1739,Cowlitz,(360) 577-3070,,SuperiorCourtAdministration@co.cowlitz.wa.us,https://www.cowlitzsuperiorcourt.us/,-122.9169703,46.1431711,6cc7460e-f9b0-47ff-bae2-2057a6997d9d
-120.068025,47.6461390000001,129,Government Libraries,"Law (County, State & U.S.)",Douglas County Law Library,Douglas County Law Library,,County Courthouse,Waterville,WA,98858-0488,Douglas,(509) 745-9063,,jjackson@co.douglas.wa.us.,,-120.068025,47.646139,adc25cf8-a165-4b78-80ee-b5cd30216703
-122.76774,48.11208,130,Government Libraries,"Law (County, State & U.S.)",Jefferson County Law Library,Jefferson County Law Library,,1820 Jefferson Street,Port Townsend,WA,98368-0920,Jefferson,(360) 385-9395,3603859395,,http://www.co.jefferson.wa.us,-122.76774,48.11208,28b29873-d975-454b-a7b3-81ebf832d586
-122.3317272,47.6027185,131,Government Libraries,"Law (County, State & U.S.)",King County Law Library,King County Law Library,,W621 County Courthouse,Seattle,WA,98104,King,(206) 477-1305,2062052905,services@kcll.org,http://kcll.org/,-122.3317272,47.6027185,661e6e77-f139-4745-b21a-34afae88643e
-118.34363,46.0645440000001,132,Government Libraries,"Law (County, State & U.S.)",Walla Walla County Law Library,Walla Walla County Law Library,,County Courthouse,Walla Walla,WA,99362-2864,Walla Walla,509-524-2795,5095242778,,,-118.34363,46.064544,e23d2e3f-e207-4eab-8559-6141e7c5c9fa
-122.4457948,47.2532523,133,Government Libraries,"Law (County, State & U.S.)",Pierce County Law Library,Pierce County Law Library,,Rm I A-105 County-City Bldg,Tacoma,WA,98402,Pierce,253-798-7494,2537982989,pclawlibrary@gmail.com,piercecountylawlibrary.org,-122.4457948,47.2532523,27a815fe-10da-4a9c-a612-c010523cc6bb
-117.97863,46.3211700000001,134,Government Libraries,"Law (County, State & U.S.)",Columbia County Law Library,Columbia County Law Library,,"341 E Main St., Suite 2",Dayton,WA,99328-1361,Columbia,(509) 382-4321,5093824830,,,-117.97863,46.32117,387a6d13-be57-4155-a0de-fa31204b0b53
-122.58006,47.2989900000001,135,Government Libraries,"Law (County, State & U.S.)",Pierce County Law Library,Gig Harbor Law Library,,4424 Point Fosdick Dr NW,Gig Harbor,WA,98335-1700,Pierce,(253) 548-3305,2538518002,pclawlibrary@gmail.com,piercecountylawlibrary.org,-122.58006,47.29899,55a88e14-7b34-428d-9ded-a5af570a7a60
-118.382719,47.1273860000001,136,Government Libraries,"Law (County, State & U.S.)",Adams County Law Library,Adams County Law Library,,Adams County Superior Court,Ritzville,WA,99169,Adams,(509) 659-3271,5096590118,,,-118.382719,47.127386,c0ef7ae0-73be-4716-8e69-7d5a9f73e63f
-122.52065,47.1606100000001,137,Government Libraries,"Law (County, State & U.S.)",Pierce County Law Library,Lakewood Law Library,,6300 Wildaire Rd SW,Lakewood,WA,98499,Pierce,(253) 798-2973,,pclawlibrary@gmail.com,piercecountylawlibrary.org,-122.52065,47.16061,85e0fc36-27c2-47f9-af0c-0b1ab382ab09
-122.34789,47.61733,138,Government Libraries,Local Government,MRSC,MRSC,,"2601 4th Ave, Ste 800",Seattle,WA,98121-1280,King,(206) 625-1300,2066251220,library@mrsc.org,http://www.mrsc.org,-122.34789,47.61733,540b4086-a63a-4cb0-a152-f3b36e280030
-122.35591,47.6493400000001,139,Government Libraries,Local Government,King County Hazardous Waste Management Program Library,King County Hazardous Waste Management Program Library,,"130 Nickerson St, Ste 100",Seattle,WA,98109-1658,King,(206) 477.4661,2062633070,HazWaste.Librarian@kingcounty.gov,http://www.hazwastehelp.org/Library/index.aspx,-122.35591,47.64934,5e0eb5be-fe2e-4689-89b7-2e412b2fde2b
-122.32907,47.5811200000001,140,Government Libraries,Local Government,Seattle Municipal Archives,Seattle Municipal Archives,,PO Box 94728,Seattle,WA,98124-4728,King,(206) 684-8353,,archives@seattle.gov,http://www.seattle.gov/cityarchives,-122.32907,47.58112,db0608da-5fbd-4d87-88fd-13e908774ec1
-122.33089,47.5990100000001,141,Government Libraries,Local Government,King County Department of Natural Resources & Parks,King County Department of Natural Resources & Parks,Technical Document and Research Center,"201 S Jackson St., Suite 0190",Seattle,WA,98104-3855,King,(206) 477-4661,,research.center@kingcounty.gov,http://www.kingcounty.gov/environment/wlr/sections-programs/science-section/library.aspx,-122.33089,47.59901,3ae09701-efb0-4f45-bbfc-f83df0cd771e
-122.3379,47.6044800000001,142,Government Libraries,Local Government,Puget Sound Regional Council Information Center,Puget Sound Regional Council Information Center,,"1011 Western Ave, Suite 500",Seattle,WA,98104-1035,King,(206) 464-7532,2065874825,info@psrc.org,https://www.psrc.org,-122.3379,47.60448,42052f99-9dc8-449f-b105-48f7713faa63
-122.332021,47.6090411000001,143,Government Libraries,United States Government,"US Environmental Protection Agency, Region 10 Library","US Environmental Protection Agency, Region 10 Library",,OMP-0102,Seattle,WA,98101-3140,King,206-553-1289,2065536346,library-reg10@epa.gov,https://www.epa.gov/libraries/region-10-library-services,-122.332021,47.6090411,4185e11f-c6c2-4130-8921-4a3d94bbf171
-122.26691,47.67393,144,Government Libraries,United States Government,National Archives at Seattle,National Archives at Seattle,,6125 Sand Point Way NE,Seattle,WA,98115-7999,King,(206) 336-5115,2063365112,seattle.archives@nara.gov,http://www.archives.gov/pacific-alaska/seattle,-122.26691,47.67393,cc9abfce-b3d7-4d3d-8dda-2f0833bec0e8
-122.30677,47.64453,145,Government Libraries,United States Government,Northwest and Alaska Fisheries Science Centers Library (NOAA),Northwest and Alaska Fisheries Science Centers Library (NOAA),,2725 Montlake Blvd E,Seattle,WA,98112,King,(206) 860-3210,,nwfsc.library@noaa.gov,http://lib.nwfsc.noaa.gov/,-122.30677,47.64453,e480ff5c-98d0-4bf0-9f7b-6e50928a8001
-122.2558244,47.6864218000001,146,Government Libraries,United States Government,NOAA Seattle Library,NOAA Seattle Library,,"Bldg. 3, E/OC43",Seattle,WA,98115-6349,King,(206) 526-6241,2065264535,seattle.library@noaa.gov,https://www.wrclib.noaa.gov,-122.2558244,47.6864218,0cdf0a78-2cff-4f56-a8b4-b10e73aad055
-118.34275,46.06791,147,Government Libraries,United States Government,US Army Corps of Engineers,US Army Corps of Engineers,,201 N 3rd Ave,Walla Walla,WA,99362-1876,Walla Walla,(509) 527-7427,5095277816,cenww-im-sl@usace.army.mil,http://www.nww.usace.army.mil,-118.34275,46.06791,08772d42-21ad-4a0e-918d-6d40bef0038b
-122.5999503,47.0894798,148,Government Libraries,United States Government,Joint Base Lewis-McChord Libraries,Joint Base Lewis-McChord Libraries,,"Bldg 2109, N 10th & Pendleton",Joint Base Lewis McChord,WA,98433-9500,Pierce,(253) 967-5889,2539673922,usarmy.jblm.imcom.list.dfmwr.grandstaff.library@mail.mil,http://www.jblmmwr.com/libraries.html,-122.5999503,47.0894798,6b440105-3e72-4746-a321-f6943de29830
-122.5999503,47.0894798,149,Government Libraries,United States Government,Joint Base Lewis-McChord Libraries,Grandstaff Library,,"Bldg 2109, N 10th & Pendleton","Joint Base Lewis-McChord, WA",WA,98433-9500,Pierce,(253) 967-5889,2539673922,usarmy.jblm.imcom.list.dfmwr.grandstaff.library@mail.mil,https://jblm.armymwr.com/programs/grandstaff-library,-122.5999503,47.0894798,896bbd81-0eac-4dd7-ba30-30a7c8eb9346
